Year_Month,Location,Card_type,Trip
2019-10,Civic Light Rail,School Student,77
2019-10,Civic Light Rail,Senior/Pensioner,3004
2019-10,Civic Light Rail,Sgl Trip LR Adult,83
2019-10,Civic Light Rail,Sgl Trip LR Child/Youth,72
2019-10,Crown Street Light Rail,Adult,3455
2019-10,Crown Street Light Rail,CTP,891
2019-10,Crown Street Light Rail,Child/Youth,484
2019-10,Crown Street Light Rail,Concession,284
2019-10,Crown Street Light Rail,Day Pass without SAF,1
2019-10,Crown Street Light Rail,Employee,58
2019-10,Crown Street Light Rail,Free Travel,25
2019-10,Crown Street Light Rail,School Student,38
2019-10,Crown Street Light Rail,Senior/Pensioner,1641
2019-10,Crown Street Light Rail,Sgl Trip LR Adult,39
2019-10,Crown Street Light Rail,Sgl Trip LR Child/Youth,29
2019-10,Honeysuckle Light Rail,Adult,6871
2019-10,Honeysuckle Light Rail,CTP,1492
2019-10,Honeysuckle Light Rail,Child/Youth,1073
2019-10,Honeysuckle Light Rail,Concession,587
2019-10,Honeysuckle Light Rail,Day Pass without SAF,1
2019-10,Honeysuckle Light Rail,Employee,41
2019-10,Honeysuckle Light Rail,Free Travel,44
2019-10,Honeysuckle Light Rail,School Student,243
2019-10,Honeysuckle Light Rail,Senior/Pensioner,2789
2019-10,Honeysuckle Light Rail,Sgl Trip LR Adult,63
2019-10,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,41
2019-10,Newcastle Beach Light Rail,Adult,7228
2019-10,Newcastle Beach Light Rail,CTP,2080
2019-10,Newcastle Beach Light Rail,Child/Youth,1934
2019-10,Newcastle Beach Light Rail,Concession,613
2019-10,Newcastle Beach Light Rail,Employee,22
2019-10,Newcastle Beach Light Rail,Free Travel,43
2019-10,Newcastle Beach Light Rail,School Student,112
2019-10,Newcastle Beach Light Rail,Senior/Pensioner,4119
2019-10,Newcastle Beach Light Rail,Sgl Trip LR Adult,115
2019-10,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,109
2019-10,Newcastle Interchange Light Rail,Adult,21579
2019-10,Newcastle Interchange Light Rail,CTP,3557
2019-10,Newcastle Interchange Light Rail,Child/Youth,3103
2019-10,Newcastle Interchange Light Rail,Concession,3002
2019-10,Newcastle Interchange Light Rail,Day Pass without SAF,2
2019-10,Newcastle Interchange Light Rail,Employee,139
2019-10,Newcastle Interchange Light Rail,Free Travel,147
2019-10,Newcastle Interchange Light Rail,School Student,255
2019-10,Newcastle Interchange Light Rail,Senior/Pensioner,8804
2019-10,Newcastle Interchange Light Rail,Sgl Trip LR Adult,236
2019-10,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,173
2019-10,Queens Wharf Light Rail,Adult,7383
2019-10,Queens Wharf Light Rail,CTP,1511
2019-10,Queens Wharf Light Rail,Child/Youth,1330
2019-10,Queens Wharf Light Rail,Concession,622
2019-10,Queens Wharf Light Rail,Employee,34
2019-10,Queens Wharf Light Rail,Free Travel,91
2019-10,Queens Wharf Light Rail,School Student,297
2019-10,Queens Wharf Light Rail,Senior/Pensioner,4662
2019-10,Queens Wharf Light Rail,Sgl Trip LR Adult,87
2019-10,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,49
2019-11,Civic Light Rail,Adult,9372
2019-11,Civic Light Rail,CTP,2335
2019-11,Civic Light Rail,Child/Youth,576
2019-11,Civic Light Rail,Concession,1511
2019-11,Civic Light Rail,Day Pass without SAF,1
2019-11,Civic Light Rail,Employee,39
2019-11,Civic Light Rail,Free Travel,95
2019-11,Civic Light Rail,School Student,111
2019-11,Civic Light Rail,Senior/Pensioner,2917
2019-11,Civic Light Rail,Sgl Trip LR Adult,55
2019-11,Civic Light Rail,Sgl Trip LR Child/Youth,22
2019-11,Crown Street Light Rail,Adult,3316
2019-11,Crown Street Light Rail,CTP,1168
2019-11,Crown Street Light Rail,Child/Youth,241
2019-11,Crown Street Light Rail,Concession,300
2019-11,Crown Street Light Rail,Employee,32
2019-11,Crown Street Light Rail,Free Travel,29
2019-11,Crown Street Light Rail,School Student,72
2019-11,Crown Street Light Rail,Senior/Pensioner,1417
2019-11,Crown Street Light Rail,Sgl Trip LR Adult,33
2019-11,Crown Street Light Rail,Sgl Trip LR Child/Youth,16
2019-11,Honeysuckle Light Rail,Adult,7062
2019-11,Honeysuckle Light Rail,CTP,1878
2019-11,Honeysuckle Light Rail,Child/Youth,571
2019-11,Honeysuckle Light Rail,Concession,688
2019-11,Honeysuckle Light Rail,Day Pass without SAF,1
2019-11,Honeysuckle Light Rail,Employee,34
2019-11,Honeysuckle Light Rail,Free Travel,52
2019-11,Honeysuckle Light Rail,School Student,280
2019-11,Honeysuckle Light Rail,Senior/Pensioner,2582
2019-11,Honeysuckle Light Rail,Sgl Trip LR Adult,87
2019-11,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,25
2019-11,Newcastle Beach Light Rail,Adult,5835
2019-11,Newcastle Beach Light Rail,CTP,1839
2019-11,Newcastle Beach Light Rail,Child/Youth,662
2019-11,Newcastle Beach Light Rail,Concession,511
2019-11,Newcastle Beach Light Rail,Employee,15
2019-11,Newcastle Beach Light Rail,Free Travel,29
2019-11,Newcastle Beach Light Rail,School Student,155
2019-11,Newcastle Beach Light Rail,Senior/Pensioner,3089
2019-11,Newcastle Beach Light Rail,Sgl Trip LR Adult,67
2019-11,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,51
2019-11,Newcastle Interchange Light Rail,Adult,20311
2019-11,Newcastle Interchange Light Rail,CTP,4433
2019-11,Newcastle Interchange Light Rail,Child/Youth,1582
2019-11,Newcastle Interchange Light Rail,Concession,2153
2019-11,Newcastle Interchange Light Rail,Employee,143
2019-11,Newcastle Interchange Light Rail,Free Travel,170
2019-11,Newcastle Interchange Light Rail,School Student,302
2019-11,Newcastle Interchange Light Rail,Senior/Pensioner,7768
2019-11,Newcastle Interchange Light Rail,Sgl Trip LR Adult,198
2019-11,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,74
2019-11,Queens Wharf Light Rail,Adult,7784
2019-11,Queens Wharf Light Rail,CTP,2047
2019-11,Queens Wharf Light Rail,Child/Youth,729
2019-11,Queens Wharf Light Rail,Concession,611
2019-11,Queens Wharf Light Rail,Employee,28
2019-11,Queens Wharf Light Rail,Free Travel,99
2019-11,Queens Wharf Light Rail,School Student,388
2019-11,Queens Wharf Light Rail,Senior/Pensioner,4424
2019-11,Queens Wharf Light Rail,Sgl Trip LR Adult,90
2019-11,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,20
2019-12,Civic Light Rail,Adult,7886
2019-12,Civic Light Rail,CTP,2303
2019-12,Civic Light Rail,Child/Youth,705
2019-12,Civic Light Rail,Concession,625
2019-12,Civic Light Rail,Day Pass without SAF,1
2019-12,Civic Light Rail,Employee,32
2019-12,Civic Light Rail,Free Travel,47
2019-12,Civic Light Rail,School Student,40
2019-12,Civic Light Rail,Senior/Pensioner,2303
2019-12,Civic Light Rail,Sgl Trip LR Adult,83
2019-12,Civic Light Rail,Sgl Trip LR Child/Youth,41
2019-12,Crown Street Light Rail,Adult,3438
2019-12,Crown Street Light Rail,CTP,1407
2019-12,Crown Street Light Rail,Child/Youth,382
2019-12,Crown Street Light Rail,Concession,327
2019-12,Crown Street Light Rail,Employee,48
2019-12,Crown Street Light Rail,Free Travel,32
2019-12,Crown Street Light Rail,School Student,40
2019-12,Crown Street Light Rail,Senior/Pensioner,1423
2019-12,Crown Street Light Rail,Sgl Trip LR Adult,33
2019-12,Crown Street Light Rail,Sgl Trip LR Child/Youth,17
2019-12,Honeysuckle Light Rail,Adult,6618
2019-12,Honeysuckle Light Rail,CTP,2168
2019-12,Honeysuckle Light Rail,Child/Youth,1061
2019-12,Honeysuckle Light Rail,Concession,478
2019-12,Honeysuckle Light Rail,Day Pass without SAF,1
2019-12,Honeysuckle Light Rail,Employee,41
2019-12,Honeysuckle Light Rail,Free Travel,36
2019-12,Honeysuckle Light Rail,School Student,168
2019-12,Honeysuckle Light Rail,Senior/Pensioner,2616
2019-12,Honeysuckle Light Rail,Sgl Trip LR Adult,57
2019-12,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,47
2019-12,Newcastle Beach Light Rail,Adult,7267
2019-12,Newcastle Beach Light Rail,CTP,2609
2019-12,Newcastle Beach Light Rail,Child/Youth,1779
2019-12,Newcastle Beach Light Rail,Concession,530
2019-12,Newcastle Beach Light Rail,Day Pass without SAF,1
2019-12,Newcastle Beach Light Rail,Employee,23
2019-12,Newcastle Beach Light Rail,Free Travel,26
2019-12,Newcastle Beach Light Rail,School Student,139
2019-12,Newcastle Beach Light Rail,Senior/Pensioner,3532
2019-12,Newcastle Beach Light Rail,Sgl Trip LR Adult,125
2019-12,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,77
2019-12,Newcastle Interchange Light Rail,Adult,19161
2019-12,Newcastle Interchange Light Rail,CTP,5310
2019-12,Newcastle Interchange Light Rail,Child/Youth,2553
2019-12,Newcastle Interchange Light Rail,Concession,1453
2019-12,Newcastle Interchange Light Rail,Day Pass without SAF,2
2019-12,Newcastle Interchange Light Rail,Employee,116
2019-12,Newcastle Interchange Light Rail,Free Travel,141
2019-12,Newcastle Interchange Light Rail,School Student,145
2019-12,Newcastle Interchange Light Rail,Senior/Pensioner,7068
2019-12,Newcastle Interchange Light Rail,Sgl Trip LR Adult,259
2019-12,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,162
2019-12,Queens Wharf Light Rail,Adult,7219
2019-12,Queens Wharf Light Rail,CTP,2207
2019-12,Queens Wharf Light Rail,Child/Youth,1006
2019-12,Queens Wharf Light Rail,Concession,450
2019-12,Queens Wharf Light Rail,Employee,30
2019-12,Queens Wharf Light Rail,Free Travel,61
2019-12,Queens Wharf Light Rail,School Student,171
2019-12,Queens Wharf Light Rail,Senior/Pensioner,3956
2019-12,Queens Wharf Light Rail,Sgl Trip LR Adult,86
2019-12,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,53
2020-01,Civic Light Rail,Adult,8435
2020-01,Civic Light Rail,CTP,2454
2020-01,Civic Light Rail,Child/Youth,1566
2020-01,Civic Light Rail,Concession,658
2020-01,Civic Light Rail,Day Pass without SAF,1
2020-01,Civic Light Rail,Employee,45
2020-01,Civic Light Rail,Free Travel,60
2020-01,Civic Light Rail,School Student,12
2020-01,Civic Light Rail,Senior/Pensioner,2643
2020-01,Civic Light Rail,Sgl Trip LR Adult,69
2020-01,Civic Light Rail,Sgl Trip LR Child/Youth,73
2020-01,Crown Street Light Rail,Adult,3200
2020-01,Crown Street Light Rail,CTP,1341
2020-01,Crown Street Light Rail,Child/Youth,636
2020-01,Crown Street Light Rail,Concession,288
2020-01,Crown Street Light Rail,Day Pass without SAF,1
2020-01,Crown Street Light Rail,Employee,29
2020-01,Crown Street Light Rail,Free Travel,24
2020-01,Crown Street Light Rail,School Student,5
2020-01,Crown Street Light Rail,Senior/Pensioner,1555
2020-01,Crown Street Light Rail,Sgl Trip LR Adult,45
2020-01,Crown Street Light Rail,Sgl Trip LR Child/Youth,42
2020-01,Honeysuckle Light Rail,Adult,6277
2020-01,Honeysuckle Light Rail,CTP,2098
2020-01,Honeysuckle Light Rail,Child/Youth,1353
2020-01,Honeysuckle Light Rail,Concession,373
2020-01,Honeysuckle Light Rail,Employee,27
2020-01,Honeysuckle Light Rail,Free Travel,56
2020-01,Honeysuckle Light Rail,School Student,39
2020-01,Honeysuckle Light Rail,Senior/Pensioner,2519
2020-01,Honeysuckle Light Rail,Sgl Trip LR Adult,50
2020-01,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,30
2020-01,Newcastle Beach Light Rail,Adult,7062
2020-01,Newcastle Beach Light Rail,CTP,2661
2020-01,Newcastle Beach Light Rail,Child/Youth,2624
2020-01,Newcastle Beach Light Rail,Concession,472
2020-01,Newcastle Beach Light Rail,Employee,19
2020-01,Newcastle Beach Light Rail,Free Travel,39
2020-01,Newcastle Beach Light Rail,School Student,24
2020-01,Newcastle Beach Light Rail,Senior/Pensioner,3800
2020-01,Newcastle Beach Light Rail,Sgl Trip LR Adult,107
2020-01,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,89
2020-01,Newcastle Interchange Light Rail,Adult,18916
2020-01,Newcastle Interchange Light Rail,CTP,5085
2020-01,Newcastle Interchange Light Rail,Child/Youth,3959
2020-01,Newcastle Interchange Light Rail,Concession,1379
2020-01,Newcastle Interchange Light Rail,Day Pass without SAF,2
2020-01,Newcastle Interchange Light Rail,Employee,100
2020-01,Newcastle Interchange Light Rail,Free Travel,147
2020-01,Newcastle Interchange Light Rail,School Student,48
2020-01,Newcastle Interchange Light Rail,Senior/Pensioner,7649
2020-01,Newcastle Interchange Light Rail,Sgl Trip LR Adult,202
2020-01,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,197
2020-01,Queens Wharf Light Rail,Adult,7064
2020-01,Queens Wharf Light Rail,CTP,2257
2020-01,Queens Wharf Light Rail,Child/Youth,1854
2020-01,Queens Wharf Light Rail,Concession,389
2020-01,Queens Wharf Light Rail,Employee,25
2020-01,Queens Wharf Light Rail,Free Travel,78
2020-01,Queens Wharf Light Rail,School Student,44
2020-01,Queens Wharf Light Rail,Senior/Pensioner,4472
2020-01,Queens Wharf Light Rail,Sgl Trip LR Adult,63
2020-01,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,56
2020-02,Civic Light Rail,Adult,8686
2020-02,Civic Light Rail,CTP,2727
2020-02,Civic Light Rail,Child/Youth,533
2020-02,Civic Light Rail,Concession,1302
2020-02,Civic Light Rail,Day Pass without SAF,2
2020-02,Civic Light Rail,Employee,41
2020-02,Civic Light Rail,Free Travel,74
2020-02,Civic Light Rail,School Student,111
2020-02,Civic Light Rail,Senior/Pensioner,2855
2020-02,Civic Light Rail,Sgl Trip LR Adult,24
2020-02,Civic Light Rail,Sgl Trip LR Child/Youth,9
2020-02,Crown Street Light Rail,Adult,3002
2020-02,Crown Street Light Rail,CTP,1327
2020-02,Crown Street Light Rail,Child/Youth,152
2020-02,Crown Street Light Rail,Concession,304
2020-02,Crown Street Light Rail,Employee,35
2020-02,Crown Street Light Rail,Free Travel,19
2020-02,Crown Street Light Rail,School Student,33
2020-02,Crown Street Light Rail,Senior/Pensioner,1345
2020-02,Crown Street Light Rail,Sgl Trip LR Adult,20
2020-02,Crown Street Light Rail,Sgl Trip LR Child/Youth,33
2020-02,Honeysuckle Light Rail,Adult,6492
2020-02,Honeysuckle Light Rail,CTP,2141
2020-02,Honeysuckle Light Rail,Child/Youth,564
2020-02,Honeysuckle Light Rail,Concession,560
2020-02,Honeysuckle Light Rail,Employee,20
2020-02,Honeysuckle Light Rail,Free Travel,34
2020-02,Honeysuckle Light Rail,School Student,374
2020-02,Honeysuckle Light Rail,Senior/Pensioner,2476
2020-02,Honeysuckle Light Rail,Sgl Trip LR Adult,27
2020-02,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,11
2020-02,Newcastle Beach Light Rail,Adult,5601
2020-02,Newcastle Beach Light Rail,CTP,2368
2020-02,Newcastle Beach Light Rail,Child/Youth,684
2020-02,Newcastle Beach Light Rail,Concession,556
2020-02,Newcastle Beach Light Rail,Day Pass without SAF,2
2020-02,Newcastle Beach Light Rail,Employee,24
2020-02,Newcastle Beach Light Rail,Free Travel,29
2020-02,Newcastle Beach Light Rail,School Student,203
2020-02,Newcastle Beach Light Rail,Senior/Pensioner,3014
2020-02,Newcastle Beach Light Rail,Sgl Trip LR Adult,29
2020-02,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,23
2020-02,Newcastle Interchange Light Rail,Adult,18718
2020-02,Newcastle Interchange Light Rail,CTP,5412
2020-02,Newcastle Interchange Light Rail,Child/Youth,1325
2020-02,Newcastle Interchange Light Rail,Concession,1934
2020-02,Newcastle Interchange Light Rail,Day Pass without SAF,2
2020-02,Newcastle Interchange Light Rail,Employee,134
2020-02,Newcastle Interchange Light Rail,Free Travel,130
2020-02,Newcastle Interchange Light Rail,School Student,494
2020-02,Newcastle Interchange Light Rail,Senior/Pensioner,7060
2020-02,Newcastle Interchange Light Rail,Sgl Trip LR Adult,134
2020-02,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,86
2020-02,Queens Wharf Light Rail,Adult,6122
2020-02,Queens Wharf Light Rail,CTP,2128
2020-02,Queens Wharf Light Rail,Child/Youth,555
2020-02,Queens Wharf Light Rail,Concession,449
2020-02,Queens Wharf Light Rail,Employee,20
2020-02,Queens Wharf Light Rail,Free Travel,65
2020-02,Queens Wharf Light Rail,School Student,498
2020-02,Queens Wharf Light Rail,Senior/Pensioner,3765
2020-02,Queens Wharf Light Rail,Sgl Trip LR Adult,29
2020-02,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,23
2020-03,Civic Light Rail,Adult,6525
2020-03,Civic Light Rail,CTP,2174
2020-03,Civic Light Rail,Child/Youth,374
2020-03,Civic Light Rail,Concession,2272
2020-03,Civic Light Rail,Day Pass without SAF,2
2020-03,Civic Light Rail,Employee,24
2020-03,Civic Light Rail,Free Travel,63
2020-03,Civic Light Rail,School Student,95
2020-03,Civic Light Rail,Senior/Pensioner,1723
2020-03,Civic Light Rail,Sgl Trip LR Adult,30
2020-03,Civic Light Rail,Sgl Trip LR Child/Youth,9
2020-03,Crown Street Light Rail,Adult,2100
2020-03,Crown Street Light Rail,CTP,853
2020-03,Crown Street Light Rail,Child/Youth,103
2020-03,Crown Street Light Rail,Concession,252
2020-03,Crown Street Light Rail,Day Pass without SAF,1
2020-03,Crown Street Light Rail,Employee,28
2020-03,Crown Street Light Rail,Free Travel,17
2020-03,Crown Street Light Rail,School Student,25
2020-03,Crown Street Light Rail,Senior/Pensioner,988
2020-03,Crown Street Light Rail,Sgl Trip LR Adult,7
2020-03,Crown Street Light Rail,Sgl Trip LR Child/Youth,7
2020-03,Honeysuckle Light Rail,Adult,4439
2020-03,Honeysuckle Light Rail,CTP,1498
2020-03,Honeysuckle Light Rail,Child/Youth,334
2020-03,Honeysuckle Light Rail,Concession,464
2020-03,Honeysuckle Light Rail,Day Pass without SAF,2
2020-03,Honeysuckle Light Rail,Employee,12
2020-03,Honeysuckle Light Rail,Free Travel,26
2020-03,Honeysuckle Light Rail,School Student,279
2020-03,Honeysuckle Light Rail,Senior/Pensioner,1911
2020-03,Honeysuckle Light Rail,Sgl Trip LR Adult,30
2020-03,Honeysuckle Light Rail,Sgl Trip LR Child/Youth,5
2020-03,Newcastle Beach Light Rail,Adult,3600
2020-03,Newcastle Beach Light Rail,CTP,1553
2020-03,Newcastle Beach Light Rail,Child/Youth,388
2020-03,Newcastle Beach Light Rail,Concession,490
2020-03,Newcastle Beach Light Rail,Day Pass without SAF,1
2020-03,Newcastle Beach Light Rail,Employee,10
2020-03,Newcastle Beach Light Rail,Free Travel,15
2020-03,Newcastle Beach Light Rail,School Student,143
2020-03,Newcastle Beach Light Rail,Senior/Pensioner,2205
2020-03,Newcastle Beach Light Rail,Sgl Trip LR Adult,38
2020-03,Newcastle Beach Light Rail,Sgl Trip LR Child/Youth,16
2020-03,Newcastle Interchange Light Rail,Adult,13539
2020-03,Newcastle Interchange Light Rail,CTP,3765
2020-03,Newcastle Interchange Light Rail,Child/Youth,825
2020-03,Newcastle Interchange Light Rail,Concession,2652
2020-03,Newcastle Interchange Light Rail,Day Pass without SAF,1
2020-03,Newcastle Interchange Light Rail,Employee,96
2020-03,Newcastle Interchange Light Rail,Free Travel,125
2020-03,Newcastle Interchange Light Rail,School Student,358
2020-03,Newcastle Interchange Light Rail,Senior/Pensioner,4722
2020-03,Newcastle Interchange Light Rail,Sgl Trip LR Adult,82
2020-03,Newcastle Interchange Light Rail,Sgl Trip LR Child/Youth,28
2020-03,Queens Wharf Light Rail,Adult,4129
2020-03,Queens Wharf Light Rail,CTP,1555
2020-03,Queens Wharf Light Rail,Child/Youth,318
2020-03,Queens Wharf Light Rail,Concession,424
2020-03,Queens Wharf Light Rail,Day Pass without SAF,2
2020-03,Queens Wharf Light Rail,Employee,14
2020-03,Queens Wharf Light Rail,Free Travel,51
2020-03,Queens Wharf Light Rail,School Student,325
2020-03,Queens Wharf Light Rail,Senior/Pensioner,2528
2020-03,Queens Wharf Light Rail,Sgl Trip LR Adult,21
2020-03,Queens Wharf Light Rail,Sgl Trip LR Child/Youth,9
2020-04,Civic Light Rail,Adult,474
2020-04,Civic Light Rail,CTP,119
2020-04,Civic Light Rail,Child/Youth,20
2020-04,Civic Light Rail,Concession,46
2020-04,Civic Light Rail,Day Pass without SAF,1
2020-04,Civic Light Rail,Employee,2
2020-04,Civic Light Rail,Free Travel,10
2020-04,Civic Light Rail,Senior/Pensioner,168
2020-04,Civic Light Rail,Sgl Trip LR Adult,2
2020-04,Crown Street Light Rail,Adult,213
2020-04,Crown Street Light Rail,CTP,75
2020-04,Crown Street Light Rail,Child/Youth,7
2020-04,Crown Street Light Rail,Concession,38
2020-04,Crown Street Light Rail,Day Pass without SAF,1
2020-04,Crown Street Light Rail,Employee,14
2020-04,Crown Street Light Rail,School Student,1
2020-04,Crown Street Light Rail,Senior/Pensioner,166
2020-04,Crown Street Light Rail,Sgl Trip LR Adult,1
