from_stop,to_stop,from_name,to_name,from_modes,to_modes,straight_distance_m,walk_distance_m,walk_time_s,is_sheltered,requires_road_crossing,signalised_crossing_delay_s,total_transfer_time_s,in_interchange_group,source
nisc001:2280187,nisc001:2280248,Hill St at Evans St,Evans St opp Haig St,other,other,126.0,157.5,126.0,0,1,22,148.0,0,modelled
nisc001:2280187,nisc001:2280366,Hill St at Evans St,Evans St at Haig St,other,other,121.5,151.8,121.5,0,1,22,143.5,0,modelled
nisc001:2280188,nisc001:2280248,Hill St after Evans St,Evans St opp Haig St,other,other,145.7,182.1,145.7,0,1,22,167.7,0,modelled
nisc001:2280188,nisc001:2280366,Hill St after Evans St,Evans St at Haig St,other,other,138.9,173.6,138.9,0,1,22,160.9,0,modelled
nisc001:2280194,nisc001:2280212,Croudace Bay Rd at Andrew Rd,Berringar Rd at Andrew Rd,other,other,107.4,134.3,107.4,0,1,22,129.4,0,modelled
nisc001:2280194,nisc001:2280213,Croudace Bay Rd at Andrew Rd,Berringar Rd opp Andrew Rd,other,other,132.8,166.0,132.8,0,1,22,154.8,0,modelled
nisc001:2280199,nisc001:2280200,Andrew Rd at Roma Rd,Andrew Rd at Frederick St,other,other,136.9,171.2,136.9,0,1,22,158.9,0,modelled
nisc001:2280201,nisc001:2280204,Andrew Rd opp Christopher Ave,Christopher Ave after Andrew Rd,other,other,123.2,154.0,123.2,0,1,22,145.2,0,modelled
nisc001:2280201,nisc001:2280217,Andrew Rd opp Christopher Ave,Christopher Ave before Andrew Rd,other,other,103.6,129.5,103.6,0,1,22,125.6,0,modelled
nisc001:2280204,nisc001:2280217,Christopher Ave after Andrew Rd,Christopher Ave before Andrew Rd,other,other,22.8,28.5,22.8,0,0,0,22.8,0,modelled
nisc001:2280205,nisc001:2280216,Christopher Ave opp Michael Cres,Christopher Ave at Michael Cres,other,other,22.8,28.5,22.8,0,0,0,22.8,0,modelled
nisc001:2280206,nisc001:2280207,Lurnea Cres before Allambee Pl,Lurnea Cres after Allambee Pl,other,other,20.0,25.0,20.0,0,0,0,20.0,0,modelled
nisc001:2280208,nisc001:2280215,Riawena St at Lurnea Cres,Riawena St at Lurnea Cres,other,other,15.3,19.1,15.3,0,0,0,15.3,0,modelled
nisc001:2280211,nisc001:2280213,Berringar Rd opp Valiant Ave,Berringar Rd opp Andrew Rd,other,other,144.8,181.0,144.8,0,1,22,166.8,0,modelled
nisc001:2280211,nisc001:2280214,Berringar Rd opp Valiant Ave,Berringar Rd at Valiant Ave,other,other,25.2,31.5,25.2,0,0,0,25.2,0,modelled
nisc001:2280212,nisc001:2280213,Berringar Rd at Andrew Rd,Berringar Rd opp Andrew Rd,other,other,27.7,34.7,27.7,0,0,0,27.7,0,modelled
nisc001:2280213,nisc001:2280214,Berringar Rd opp Andrew Rd,Berringar Rd at Valiant Ave,other,other,125.9,157.4,125.9,0,1,22,147.9,0,modelled
nisc001:2280220,nisc001:2280318,Tallawalla Rd opp Valentine Public School,Macquarie Dr after Tallawalla Rd,other,other,78.6,98.3,78.6,0,1,22,100.6,0,modelled
nisc001:2280220,nisc001:2280320,Tallawalla Rd opp Valentine Public School,Macquarie Dr before Regal Way,other,other,100.8,126.0,100.8,0,1,22,122.8,0,modelled
nisc001:2280221,nisc001:2280255,Croudace Bay Rd at Spinnaker Rgwy,Croudace Bay Rd opp Spinnaker Rgwy,other,other,23.2,29.0,23.2,0,0,0,23.2,0,modelled
nisc001:2280222,nisc001:2280254,"Belmont Hospital, Green Point Dr",Green Point Dr opp Belmont Hospital,other,other,29.0,36.3,29.0,0,0,0,29.0,0,modelled
nisc001:2280223,nisc001:2280253,Lewers St after Croudace Bay Rd,Lewers St opp Croudace Bay Rd,other,other,42.5,53.1,42.5,0,0,0,42.5,0,modelled
nisc001:2280224,nisc001:2280250,Ross St opp Belmont 16s,"Belmont 16s, Ross St",other,other,23.4,29.2,23.4,0,0,0,23.4,0,modelled
nisc001:2280225,nisc001:228025,"Belmont Bus Depot, Floraville Rd",Pacific Hwy opp Cobbin Pde,other,other,72.1,90.1,72.1,0,1,22,94.1,0,modelled
nisc001:2280225,nisc001:2280243,"Belmont Bus Depot, Floraville Rd",Pacific Hwy at Cobbin Pde,other,other,113.6,142.0,113.6,0,1,22,135.6,0,modelled
nisc001:2280227,nisc001:2280242,Floraville Rd opp York Cres,Floraville Rd at York Cres,other,other,26.6,33.2,26.6,0,0,0,26.6,0,modelled
nisc001:2280228,nisc001:2280241,Floraville Rd at Fairweather Ave,Floraville Rd opp Fairweather Ave,other,other,36.7,45.9,36.7,0,0,0,36.7,0,modelled
nisc001:2280229,nisc001:2280240,Floraville Rd opp Sampson Ave,Floraville Rd at Sampson Ave,other,other,24.2,30.3,24.2,0,0,0,24.2,0,modelled
nisc001:2280230,nisc001:2280239,Floraville Rd opp Marks Oval,"Marks Oval, Floraville Rd",other,other,21.4,26.8,21.4,0,0,0,21.4,0,modelled
nisc001:2280231,nisc001:2280238,"Floraville Public School, Floraville Rd",Floraville Rd opp Floraville Public School,other,other,84.8,106.0,84.8,0,1,22,106.8,0,modelled
nisc001:2280232,nisc001:2280237,Floraville Rd at Victoria St,Floraville Rd opp Victoria St,other,other,24.6,30.7,24.6,0,0,0,24.6,0,modelled
nisc001:2280233,nisc001:2280236,Floraville Rd at Harold St,Floraville Rd opp Harold St,other,other,53.4,66.7,53.4,0,0,0,53.4,0,modelled
nisc001:2280234,nisc001:2280235,"Royal Institute for Deaf & Blind Children, Floraville Rd",Floraville Rd opp Royal Institute for Deaf & Blind Children,other,other,17.5,21.9,17.5,0,0,0,17.5,0,modelled
nisc001:2280243,nisc001:228025,Pacific Hwy at Cobbin Pde,Pacific Hwy opp Cobbin Pde,other,other,41.8,52.3,41.8,0,0,0,41.8,0,modelled
nisc001:2280244,nisc001:228039,Evans St at Pacific Hwy,Pacific Hwy after Livingstone St,other,other,99.8,124.8,99.8,0,1,22,121.8,0,modelled
nisc001:2280244,nisc001:2280246,Evans St at Pacific Hwy,"Belmont High School, Henry St",other,other,129.4,161.8,129.4,0,1,22,151.4,0,modelled
nisc001:2280247,nisc001:2280257,Evans St at Robb St,Evans St opp Robb St,other,other,18.5,23.1,18.5,0,0,0,18.5,0,modelled
nisc001:2280248,nisc001:2280366,Evans St opp Haig St,Evans St at Haig St,other,other,18.6,23.2,18.6,0,0,0,18.6,0,modelled
nisc001:2280251,nisc001:2280252,Lewers St before Daniel St,Daniel St at Crown St,other,other,140.7,175.9,140.7,0,1,22,162.7,0,modelled
nisc001:2280251,nisc001:2280373,Lewers St before Daniel St,Daniel St at Crown St,other,other,136.7,170.9,136.7,0,1,22,158.7,0,modelled
nisc001:2280251,nisc001:2280374,Lewers St before Daniel St,Lewers St before Roe St,other,other,60.7,75.9,60.7,0,1,22,82.7,0,modelled
nisc001:2280252,nisc001:2280373,Daniel St at Crown St,Daniel St at Crown St,other,other,15.6,19.5,15.6,0,0,0,15.6,0,modelled
nisc001:2280264,nisc001:228040,"St Francis Xavier Primary School, Ernest St",Pacific Hwy opp Macquarie St,other,other,147.3,184.1,147.3,0,1,22,169.3,0,modelled
nisc001:2280270,nisc001:228041,"TAFE Hunter, Gen St",Pacific Hwy at Gen St,other,other,63.5,79.4,63.5,0,1,22,85.5,0,modelled
nisc001:2280272,nisc001:2280275,Brooks Pde after Maude St,Brooks Pde after Maude St,other,other,100.3,125.4,100.3,0,1,22,122.3,0,modelled
nisc001:2280276,nisc001:228040,"Belmont Citi Centre, Macquarie St",Pacific Hwy opp Macquarie St,other,other,87.8,109.7,87.8,0,1,22,109.8,0,modelled
nisc001:2280285,nisc001:2280286,Harry St after Pacific Hwy,Hudson St before Arthur St,other,other,65.3,81.6,65.3,0,1,22,87.3,0,modelled
nisc001:2280287,nisc001:228045,Hudson St before Marriot St,Pacific Hwy at Clara St,other,other,121.3,151.7,121.3,0,1,22,143.3,0,modelled
nisc001:2280294,nisc001:228047,Marks Point Rd after Pacific Hwy,Pacific Hwy opp Marks Point Rd,other,other,86.8,108.5,86.8,0,1,22,108.8,0,modelled
nisc001:2280294,nisc001:2280297,Marks Point Rd after Pacific Hwy,Marks Point Rd before Pacific Hwy,other,other,19.0,23.8,19.0,0,0,0,19.0,0,modelled
nisc001:2280297,nisc001:228047,Marks Point Rd before Pacific Hwy,Pacific Hwy opp Marks Point Rd,other,other,74.9,93.7,74.9,0,1,22,96.9,0,modelled
nisc001:2280314,nisc001:2280315,"Belmont Hospital, Croudace Bay Rd",Croudace Bay Rd opp Belmont Hospital,other,other,21.3,26.6,21.3,0,0,0,21.3,0,modelled
nisc001:2280316,nisc001:2280317,Croudace Bay Rd opp Lindsay Ave,Croudace Bay Rd before Lindsay Ave,other,other,21.7,27.1,21.7,0,0,0,21.7,0,modelled
nisc001:2280318,nisc001:2280320,Macquarie Dr after Tallawalla Rd,Macquarie Dr before Regal Way,other,other,26.6,33.2,26.6,0,0,0,26.6,0,modelled
nisc001:2280319,nisc001:228082,Ntaba Rd opp Dalrymple St,"Jewells Plaza, Ntaba Rd",other,other,102.4,127.9,102.4,0,1,22,124.4,0,modelled
nisc001:2280319,nisc001:228083,Ntaba Rd opp Dalrymple St,Ntaba Rd before Lepton Pde,other,other,138.8,173.5,138.8,0,1,22,160.8,0,modelled
nisc001:2280367,nisc001:2280372,Crown St at The Shores Way,Crown St opp The Shores Way,other,other,39.9,49.9,39.9,0,0,0,39.9,0,modelled
nisc001:2280368,nisc001:2280371,Crown St opp Ringtail Cl,Crown St at Ringtail Cl,other,other,55.8,69.8,55.8,0,0,0,55.8,0,modelled
nisc001:2280369,nisc001:2280370,Green Point Dr at Sugarglider Ct,Green Point Dr opp Sugarglider Ct,other,other,28.7,35.8,28.7,0,0,0,28.7,0,modelled
nisc001:2281100,nisc001:228198,Northcote Ave before Pacific Dr,Northcote Ave at Lambton Pde,other,other,89.9,112.3,89.9,0,1,22,111.9,0,modelled
nisc001:2281101,nisc001:228197,Northcote Ave before Francis St,Northcote Ave opp Francis St,other,other,17.8,22.2,17.8,0,0,0,17.8,0,modelled
nisc001:2281102,nisc001:228196,Northcote Ave opp Keith St,Northcote Ave opp Parbury Pl,other,other,33.6,42.0,33.6,0,0,0,33.6,0,modelled
nisc001:2281103,nisc001:228195,Northcote Ave at Dolphin Ct,Northcote Ave before Ross St,other,other,62.3,77.9,62.3,0,1,22,84.3,0,modelled
nisc001:2281104,nisc001:228194,Caves Beach Rd opp Caldwell St,Caves Beach Rd before Caldwell St,other,other,19.4,24.3,19.4,0,0,0,19.4,0,modelled
nisc001:2281105,nisc001:228193,Caves Beach Rd at Yachtsman Ave,Caves Beach Rd at Phillip St,other,other,19.0,23.7,19.0,0,0,0,19.0,0,modelled
nisc001:2281106,nisc001:228192,Caves Beach Rd at Mawson Cl,Caves Beach Rd opp Mawson Cl,other,other,45.8,57.3,45.8,0,0,0,45.8,0,modelled
nisc001:2281107,nisc001:228191,Caves Beach Rd opp Middle St,Caves Beach Rd at Middle St,other,other,41.2,51.5,41.2,0,0,0,41.2,0,modelled
nisc001:2281108,nisc001:228190,Caves Beach Rd opp Park Ave,Park Ave before Caves Beach Rd,other,other,51.5,64.4,51.5,0,0,0,51.5,0,modelled
nisc001:2281109,nisc001:228189,Park Ave before Ocean View Pde,Park Ave opp Ocean View Pde,other,other,24.8,31.0,24.8,0,0,0,24.8,0,modelled
nisc001:2281109,nisc001:2281110,Park Ave before Ocean View Pde,Ocean View Pde at Park Ave,other,other,45.5,56.9,45.5,0,0,0,45.5,0,modelled
nisc001:2281109,nisc001:2281117,Park Ave before Ocean View Pde,Ocean View Pde at Park Ave,other,other,63.8,79.8,63.8,0,1,22,85.8,0,modelled
nisc001:2281110,nisc001:228189,Ocean View Pde at Park Ave,Park Ave opp Ocean View Pde,other,other,53.0,66.2,53.0,0,0,0,53.0,0,modelled
nisc001:2281110,nisc001:2281117,Ocean View Pde at Park Ave,Ocean View Pde at Park Ave,other,other,32.8,41.0,32.8,0,0,0,32.8,0,modelled
nisc001:2281111,nisc001:2281116,Ocean View Pde before New St,Ocean View Pde opp New St,other,other,35.2,44.0,35.2,0,0,0,35.2,0,modelled
nisc001:2281112,nisc001:2281115,Ocean View Pde at Caves Beach Rd,Ocean View Pde at Caves Beach Rd,other,other,23.8,29.8,23.8,0,0,0,23.8,0,modelled
nisc001:2281117,nisc001:228189,Ocean View Pde at Park Ave,Park Ave opp Ocean View Pde,other,other,57.3,71.7,57.3,0,0,0,57.3,0,modelled
nisc001:2281118,nisc001:228188,"Caves Beach Uniting Church, Park Ave",Park Ave at Middle St,other,other,48.8,61.0,48.8,0,0,0,48.8,0,modelled
nisc001:2281120,nisc001:228186,"Swansea High School, Park Ave",Park Ave at Civic Ave,other,other,97.5,121.9,97.5,0,1,22,119.5,0,modelled
nisc001:2281120,nisc001:228187,"Swansea High School, Park Ave",Park Ave opp Swansea High School,other,other,62.4,78.0,62.4,0,1,22,84.4,0,modelled
nisc001:2281120,nisc001:2281121,"Swansea High School, Park Ave","Swansea High School, Park Ave",other,other,19.1,23.8,19.1,0,0,0,19.1,0,modelled
nisc001:2281120,nisc001:2281123,"Swansea High School, Park Ave","Caves Beach OOSH, Park Ave",other,other,51.2,64.0,51.2,0,0,0,51.2,0,modelled
nisc001:2281121,nisc001:228186,"Swansea High School, Park Ave",Park Ave at Civic Ave,other,other,79.1,98.8,79.1,0,1,22,101.1,0,modelled
nisc001:2281121,nisc001:228187,"Swansea High School, Park Ave",Park Ave opp Swansea High School,other,other,80.7,100.9,80.7,0,1,22,102.7,0,modelled
nisc001:2281121,nisc001:2281123,"Swansea High School, Park Ave","Caves Beach OOSH, Park Ave",other,other,32.1,40.1,32.1,0,0,0,32.1,0,modelled
nisc001:2281123,nisc001:228186,"Caves Beach OOSH, Park Ave",Park Ave at Civic Ave,other,other,49.0,61.2,49.0,0,0,0,49.0,0,modelled
nisc001:2281123,nisc001:228187,"Caves Beach OOSH, Park Ave",Park Ave opp Swansea High School,other,other,112.1,140.2,112.1,0,1,22,134.1,0,modelled
nisc001:2281124,nisc001:228184,"Caves Beach Tennis Club, Park Ave",Park Ave opp Caves Beach Tennis Club,other,other,23.1,28.9,23.1,0,0,0,23.1,0,modelled
nisc001:2281124,nisc001:228185,"Caves Beach Tennis Club, Park Ave",137 Park Ave,other,other,144.6,180.8,144.6,0,1,22,166.6,0,modelled
nisc001:2281127,nisc001:228182,Bowman St opp Alexander Pl,Bowman St at Alexander Pl,other,other,43.3,54.1,43.3,0,0,0,43.3,0,modelled
nisc001:2281128,nisc001:228181,Bowman St at Gray St,Bowman St opp Gray St,other,other,61.2,76.5,61.2,0,1,22,83.2,0,modelled
nisc001:2281129,nisc001:228165,Old Pacific Hwy opp Wood St,Wood St before Old Pacific Hwy,other,other,116.3,145.3,116.3,0,1,22,138.3,0,modelled
nisc001:2281129,nisc001:2281167,Old Pacific Hwy opp Wood St,Old Pacific Hwy after Wallace St,other,other,17.5,21.9,17.5,0,0,0,17.5,0,modelled
nisc001:2281130,nisc001:2281148,Old Pacific Hwy at Milray St,Catherine St at Tomlin Pl,other,other,144.5,180.6,144.5,0,1,22,166.5,0,modelled
nisc001:2281130,nisc001:2281164,Old Pacific Hwy at Milray St,Catherine St at Cork Pl,other,other,125.9,157.4,125.9,0,1,22,147.9,0,modelled
nisc001:2281130,nisc001:2281166,Old Pacific Hwy at Milray St,Old Pacific Hwy opp Milray St,other,other,53.6,67.0,53.6,0,0,0,53.6,0,modelled
nisc001:2281131,nisc001:2281165,Old Pacfic Hwy at Parbury Rd,Marks St at Old Pacfic Hwy,other,other,55.1,68.9,55.1,0,0,0,55.1,0,modelled
nisc001:2281135,nisc001:2281148,"Parbury Park, Marks St",Catherine St at Tomlin Pl,other,other,118.4,148.1,118.4,0,1,22,140.4,0,modelled
nisc001:2281135,nisc001:2281164,"Parbury Park, Marks St",Catherine St at Cork Pl,other,other,130.3,162.8,130.3,0,1,22,152.3,0,modelled
nisc001:2281135,nisc001:2281249,"Parbury Park, Marks St",Marks St opp Parbury Park,other,other,22.1,27.7,22.1,0,0,0,22.1,0,modelled
nisc001:2281136,nisc001:2281248,Marks St at Beach St,Marks St at Beach St,other,other,22.7,28.4,22.7,0,0,0,22.7,0,modelled
nisc001:2281137,nisc001:2281147,Marks St at Lake Rd,Marks St at Moxey St,other,other,65.7,82.1,65.7,0,1,22,87.7,0,modelled
nisc001:2281138,nisc001:2281146,Boyd St opp Charles St,Boyd St at Charles St,other,other,34.1,42.6,34.1,0,0,0,34.1,0,modelled
nisc001:2281139,nisc001:2281145,Sturt St at Kennedy St,Sturt St at Kennedy St,other,other,19.6,24.5,19.6,0,0,0,19.6,0,modelled
nisc001:2281142,nisc001:2281155,Burke St before Pelican St,Pelican St at Burke St,other,other,58.7,73.3,58.7,0,0,0,58.7,0,modelled
nisc001:2281143,nisc001:2281144,Rawson St at Pelican St,Rawson St after Pelican St,other,other,27.2,34.0,27.2,0,0,0,27.2,0,modelled
nisc001:2281143,nisc001:2281153,Rawson St at Pelican St,Pelican St opp Swansea Workers Club,other,other,36.6,45.8,36.6,0,0,0,36.6,0,modelled
nisc001:2281143,nisc001:2281159,Rawson St at Pelican St,"Swansea Workers Club, Pelican St",other,other,56.4,70.5,56.4,0,0,0,56.4,0,modelled
nisc001:2281144,nisc001:2281153,Rawson St after Pelican St,Pelican St opp Swansea Workers Club,other,other,63.6,79.5,63.6,0,1,22,85.6,0,modelled
nisc001:2281144,nisc001:2281159,Rawson St after Pelican St,"Swansea Workers Club, Pelican St",other,other,83.1,103.9,83.1,0,1,22,105.1,0,modelled
nisc001:2281148,nisc001:2281164,Catherine St at Tomlin Pl,Catherine St at Cork Pl,other,other,19.1,23.9,19.1,0,0,0,19.1,0,modelled
nisc001:2281148,nisc001:2281166,Catherine St at Tomlin Pl,Old Pacific Hwy opp Milray St,other,other,115.3,144.1,115.3,0,1,22,137.3,0,modelled
nisc001:2281148,nisc001:2281249,Catherine St at Tomlin Pl,Marks St opp Parbury Park,other,other,98.0,122.4,98.0,0,1,22,120.0,0,modelled
nisc001:2281149,nisc001:2281163,Catherine St before Bay St,Catherine St opp Bay St,other,other,20.1,25.1,20.1,0,0,0,20.1,0,modelled
nisc001:2281149,nisc001:2281248,Catherine St before Bay St,Marks St at Beach St,other,other,141.0,176.2,141.0,0,1,22,163.0,0,modelled
nisc001:2281150,nisc001:2281162,Catherine St at Lake Rd,Catherine St at Lake Rd,other,other,20.8,26.0,20.8,0,0,0,20.8,0,modelled
nisc001:2281151,nisc001:2281161,Pelican St after Charles St,Pelican St before Charles St,other,other,28.1,35.1,28.1,0,0,0,28.1,0,modelled
nisc001:2281152,nisc001:2281160,Pelican St at Belmont St,Pelican St at Belmont St,other,other,20.6,25.7,20.6,0,0,0,20.6,0,modelled
nisc001:2281153,nisc001:2281159,Pelican St opp Swansea Workers Club,"Swansea Workers Club, Pelican St",other,other,19.9,24.8,19.9,0,0,0,19.9,0,modelled
nisc001:2281154,nisc001:2281158,Pelican St opp Chapman Oval,"Chapman Oval, Pelican St",other,other,18.6,23.3,18.6,0,0,0,18.6,0,modelled
nisc001:2281159,nisc001:2281170,"Swansea Workers Club, Pelican St",Galgabba St opp Swansea Public School,other,other,147.1,183.9,147.1,0,1,22,169.1,0,modelled
nisc001:2281164,nisc001:2281166,Catherine St at Cork Pl,Old Pacific Hwy opp Milray St,other,other,96.4,120.5,96.4,0,1,22,118.4,0,modelled
nisc001:2281164,nisc001:2281249,Catherine St at Cork Pl,Marks St opp Parbury Park,other,other,108.8,136.0,108.8,0,1,22,130.8,0,modelled
nisc001:2281167,nisc001:228165,Old Pacific Hwy after Wallace St,Wood St before Old Pacific Hwy,other,other,118.7,148.3,118.7,0,1,22,140.7,0,modelled
nisc001:2281168,nisc001:228119,Josephson St opp St Peter's Anglican Church,Pacific Hwy after Lake Rd,other,other,117.1,146.3,117.1,0,1,22,139.1,0,modelled
nisc001:2281168,nisc001:2281173,Josephson St opp St Peter's Anglican Church,"St Peter's Anglican Church, Josephson St",other,other,21.5,26.9,21.5,0,0,0,21.5,0,modelled
nisc001:2281169,nisc001:2281172,Belmont St opp Swansea Swim Centre,"Swansea Swim Centre, Belmont St",other,other,41.8,52.2,41.8,0,0,0,41.8,0,modelled
nisc001:2281169,nisc001:2281246,Belmont St opp Swansea Swim Centre,Josephson St after Belmont St,other,other,132.5,165.6,132.5,0,1,22,154.5,0,modelled
nisc001:2281170,nisc001:2281171,Galgabba St opp Swansea Public School,"Swansea Public School, Galgabba St",other,other,28.1,35.1,28.1,0,0,0,28.1,0,modelled
nisc001:2281173,nisc001:228119,"St Peter's Anglican Church, Josephson St",Pacific Hwy after Lake Rd,other,other,95.5,119.4,95.5,0,1,22,117.5,0,modelled
nisc001:2281177,nisc001:228123,Piriwal St after Warea St,Pacific Hwy opp Pelican Flat Park,other,other,145.0,181.2,145.0,0,1,22,167.0,0,modelled
nisc001:2281177,nisc001:2281186,Piriwal St after Warea St,Piriwal St opp Warea St,other,other,26.0,32.5,26.0,0,0,0,26.0,0,modelled
nisc001:2281178,nisc001:2281185,Piriwal St after Karoburra St,Piriwal St before Karoburra St,other,other,20.3,25.3,20.3,0,0,0,20.3,0,modelled
nisc001:2281179,nisc001:2281184,Piriwal St before Bato St,Piriwal St at Kullara St,other,other,43.8,54.7,43.8,0,0,0,43.8,0,modelled
nisc001:2281180,nisc001:2281183,"Pelican RSL, Pirriwal St",Pirriwal St opp Pelican RSL,other,other,21.1,26.4,21.1,0,0,0,21.1,0,modelled
nisc001:2281181,nisc001:2281182,Soldiers Rd opp Karog St,Soldiers Rd at Karog St,other,other,22.9,28.6,22.9,0,0,0,22.9,0,modelled
nisc001:2281182,nisc001:2281183,Soldiers Rd at Karog St,Pirriwal St opp Pelican RSL,other,other,135.6,169.5,135.6,0,1,22,157.6,0,modelled
nisc001:2281186,nisc001:228123,Piriwal St opp Warea St,Pacific Hwy opp Pelican Flat Park,other,other,125.7,157.1,125.7,0,1,22,147.7,0,modelled
nisc001:2281186,nisc001:228127,Piriwal St opp Warea St,"Pelican Flat Park, Pacific Hwy",other,other,143.6,179.5,143.6,0,1,22,165.6,0,modelled
nisc001:2281187,nisc001:228122,Turea St at Mitti St,Pacific Hwy after Turea St,other,other,111.5,139.4,111.5,0,1,22,133.5,0,modelled
nisc001:2281250,nisc001:228142,Soldiers Rd after Pacific Hwy,Pacific Hwy at Soldiers Rd,other,other,50.6,63.2,50.6,0,0,0,50.6,0,modelled
nisc001:2282100,nisc001:228248,"St Mary's Primary School, Bayview St",Yorston St after Holt St,other,other,126.0,157.6,126.0,0,1,22,148.0,0,modelled
nisc001:2282100,nisc001:228263,"St Mary's Primary School, Bayview St",St Mary's PS before Warner St,other,other,46.9,58.6,46.9,0,0,0,46.9,0,modelled
nisc001:2282100,nisc001:228274,"St Mary's Primary School, Bayview St",Bayview St after King St,other,other,133.1,166.4,133.1,0,1,22,155.1,0,modelled
nisc001:2282100,nisc001:228275,"St Mary's Primary School, Bayview St",Bayview St opp St Mary's Primary School,other,other,46.0,57.5,46.0,0,0,0,46.0,0,modelled
nisc001:2282100,nisc001:228291,"St Mary's Primary School, Bayview St",Warner St after Bayview St,other,other,105.2,131.4,105.2,0,1,22,127.2,0,modelled
nisc001:2282100,nisc001:2282101,"St Mary's Primary School, Bayview St",Bayview St before King St,other,other,129.9,162.4,129.9,0,1,22,151.9,0,modelled
nisc001:2282101,nisc001:228248,Bayview St before King St,Yorston St after Holt St,other,other,138.1,172.6,138.1,0,1,22,160.1,0,modelled
nisc001:2282101,nisc001:228262,Bayview St before King St,King St opp Charles St,other,other,134.6,168.3,134.6,0,1,22,156.6,0,modelled
nisc001:2282101,nisc001:228263,Bayview St before King St,St Mary's PS before Warner St,other,other,83.1,103.9,83.1,0,1,22,105.1,0,modelled
